Sno,bhk_type,property_type,beds,baths,balcony,address,city,state_code,country,landmark,table2key,table3key
1157,4+,Houses & Villas,4+,4+,,"Sector 125, Mohali, Punjab",Mohali,Punjab,India,,1157,1157
1158,4+,Houses & Villas,4+,4+,,"Sector 125, Mohali, Punjab",Mohali,Punjab,India,,1158,1158
1159,3,Houses & Villas,3,3,,"Sector 127, Mohali, Punjab",Mohali,Punjab,India,,1159,288
1160,4,Houses & Villas,4,4,,"Sector 114, Mohali, Punjab",Mohali,Punjab,India,,1160,1160
1161,3,Houses & Villas,3,3,,"Majathia Enclave, Patiala, Punjab",Patiala,Punjab,India,,1161,1161
1162,4,Houses & Villas,4,4,,"Sector 79, Mohali, Punjab",Mohali,Punjab,India,,1162,1162
1163,1,Houses & Villas,1,2,,"Nayagaon, Karoran, Punjab",Karoran,Punjab,India,,293,1163
1164,4,Houses & Villas,4,3,,"Mirankot Rd, Amritsar, Punjab",Amritsar,Punjab,India,,1164,1164
1165,4,Houses & Villas,4,4,,"Chand Enclave, Amritsar, Punjab",Amritsar,Punjab,India,,1165,1165
1166,2,Houses & Villas,2,2,,"Adarsh Nagar Ward No 6, Kharar, Punjab",Kharar,Punjab,India,,1166,1166
1167,3,Houses & Villas,3,3,,"Sector 127, Kharar, Punjab",Kharar,Punjab,India,,1167,1115
1168,4,Houses & Villas,4,3,,"Balongi, Mohali, Punjab",Mohali,Punjab,India,,1168,1168
1169,2,Houses & Villas,2,2,,"New Sham Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,627,832
1170,3,Houses & Villas,3,3,,"New Hari Enclave, Kharar, Punjab",Kharar,Punjab,India,,1170,1170
1171,2,Houses & Villas,2,2,,"Sector 127, Mohali, Punjab",Mohali,Punjab,India,,1171,1171
1172,4+,Houses & Villas,4+,2,,"Tanksatri Mohalla, Tarantaran, Punjab",Tarantaran,Punjab,India,,293,480
1173,3,Houses & Villas,3,4,,"Airport road, Amritsar, Punjab",Amritsar,Punjab,India,,1173,1173
1174,4+,Houses & Villas,4+,4+,,"Sector 125, Mohali, Punjab",Mohali,Punjab,India,,1174,1174
1175,2,Houses & Villas,2,2,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1175,554
1176,2,Houses & Villas,2,2,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1176,1176
1177,4,Houses & Villas,4,4+,,"Preet Vihar, Amritsar, Punjab",Amritsar,Punjab,India,,1177,1177
1178,2,Houses & Villas,2,2,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1176,1178
1179,2,Houses & Villas,2,2,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1179,1110
1180,3,Houses & Villas,3,2,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1180,938
1181,4+,Houses & Villas,4+,4+,,"Baltana Village, Zirakpur, Punjab",Zirakpur,Punjab,India,,1181,1181
1182,3,Houses & Villas,3,3,,"Canal Enclave, Ludhiana, Punjab",Ludhiana,Punjab,India,,1182,1182
1183,3,Houses & Villas,3,3,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1183,1183
1184,4,Houses & Villas,4,4,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1184,1184
1185,2,Houses & Villas,2,2,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1185,928
1186,4+,Houses & Villas,4+,2,,"Mundian, Ludhiana, Punjab",Ludhiana,Punjab,India,,1186,1186
1187,3,Houses & Villas,3,1,,"Patel Nagar, Abohar, Punjab",Abohar,Punjab,India,,1187,1187
1188,4,Houses & Villas,4,4,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1188,1026
1189,3,Houses & Villas,3,4,,"Airport road, Amritsar, Punjab",Amritsar,Punjab,India,,1189,1189
1190,2,Houses & Villas,2,2,,"Shaheed Udham Singh Nagar, Amritsar, Punjab",Amritsar,Punjab,India,,1190,1190
1191,4,Houses & Villas,4,4,,"Sector 127, Mohali, Punjab",Mohali,Punjab,India,,1191,1191
1192,4+,Houses & Villas,4+,4+,,"New Sham Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,1192,1192
1193,4+,Houses & Villas,4+,4+,,"New Sham Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,1193,1193
1194,4+,Houses & Villas,4+,4+,,"New Sham Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,1194,1194
1195,3,Houses & Villas,3,1,,"Bhamian Khurd, Ludhiana, Punjab",Ludhiana,Punjab,India,,1195,1195
1196,4,Houses & Villas,4,3,,"Rulia Ram Colony, Gurdaspur, Punjab",Gurdaspur,Punjab,India,,1196,732
1197,2,Houses & Villas,2,2,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1197,1197
1198,2,Houses & Villas,2,2,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1198,1198
1199,2,Houses & Villas,2,2,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1199,1199
1200,3,Houses & Villas,3,3,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1200,1068
1201,2,Houses & Villas,2,2,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1201,1201
1202,3,Houses & Villas,3,3,,"Usmana, Samana, Punjab",Samana,Punjab,India,,1202,1202
1203,3,Houses & Villas,3,3,,"Bhamian Khurd, Ludhiana, Punjab",Ludhiana,Punjab,India,,1203,1034
1204,4,Houses & Villas,4,4,,"Jagdamba Colony, Amritsar, Punjab",Amritsar,Punjab,India,,1204,1204
1205,2,Houses & Villas,2,2,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1043,1205
1206,2,Houses & Villas,2,1,,"Simble, Batala, Punjab",Batala,Punjab,India,,1206,1206
1207,2,Houses & Villas,2,2,,"Henry Colony, Dhin, Punjab",Dhin,Punjab,India,,1207,1207
1208,2,Houses & Villas,2,2,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1208,1208
1209,2,Houses & Villas,2,2,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1209,1201
1210,4+,Houses & Villas,4+,2,,"Kekra Smadh, Batala, Punjab",Batala,Punjab,India,,1210,1210
1211,4,Houses & Villas,4,3,,"Namdev Nagar, Fazilka, Punjab",Fazilka,Punjab,India,,1211,767
1212,2,Houses & Villas,2,2,,"Bhamian Khurd, Ludhiana, Punjab",Ludhiana,Punjab,India,,1212,1212
1213,3,Houses & Villas,3,3,,"Bhamian Khurd, Ludhiana, Punjab",Ludhiana,Punjab,India,,1213,1213
1214,2,Houses & Villas,2,2,,"Prakash Nagar, Kapurthala, Punjab",Kapurthala,Punjab,India,,1214,1214
1215,2,Houses & Villas,2,1,,"Bhamian Khurd, Ludhiana, Punjab",Ludhiana,Punjab,India,,1215,1215
1216,2,Houses & Villas,2,1,,"Ram Nagar, Amritsar, Punjab",Amritsar,Punjab,India,,1216,1216
1217,4,Houses & Villas,4,4,,"South City, Ludhiana, Punjab",Ludhiana,Punjab,India,,1217,1217
1218,3,Houses & Villas,3,2,,"Bhamian Khurd, Ludhiana, Punjab",Ludhiana,Punjab,India,,1218,1218
1219,3,Houses & Villas,3,3,,"BRS Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,1219,1219
1220,4,Houses & Villas,4,4,,"Basant City, Ludhiana, Punjab",Ludhiana,Punjab,India,,1220,1220
1221,3,Houses & Villas,3,3,,"Basant City, Ludhiana, Punjab",Ludhiana,Punjab,India,,1221,1221
1222,2,Houses & Villas,2,2,,"Gulabgarh, Dera Bassi, Punjab",Dera Bassi,Punjab,India,,1222,1222
1223,2,Houses & Villas,2,2,,"Gulabgarh, Dera Bassi, Punjab",Dera Bassi,Punjab,India,,1223,1223
1224,3,Houses & Villas,3,3,,"Haibatpur Road, Dera Bassi, Punjab",Dera Bassi,Punjab,India,,1224,1224
1225,3,Houses & Villas,3,3,,"Sector 127, Kharar, Punjab",Kharar,Punjab,India,,1225,1225
1226,4,Houses & Villas,4,4,,"Amar Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,1226,1226
1227,2,Houses & Villas,2,3,,"Airport road,  Amritsar, Punjab",Amritsar,Punjab,India,,1227,1227
1228,4,Houses & Villas,4,4,,"Main Bazar, Kharar, Punjab",Kharar,Punjab,India,,1228,26
1229,4+,Houses & Villas,4+,4,,"Mugrala, Dinanagar, Punjab",Dinanagar,Punjab,India,,1229,1229
1230,3,Houses & Villas,3,3,,"Sector 127, Kharar, Punjab",Kharar,Punjab,India,,1230,1230
1231,2,Houses & Villas,2,1,,"Phase 1, Mohali, Punjab",Mohali,Punjab,India,,1231,1231
1232,3,Houses & Villas,3,3,,"New Hari Enclave, Kharar, Punjab",Kharar,Punjab,India,,91,1232
1233,3,Houses & Villas,3,3,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1233,1233
1234,4+,Houses & Villas,4+,4+,,"Sector 109, Mohali, Punjab",Mohali,Punjab,India,,1234,1234
1235,3,Houses & Villas,3,3,,"New Hari Enclave, Kharar, Punjab",Kharar,Punjab,India,randhawa road,1235,1235
1236,3,Houses & Villas,3,3,,"Sector 125, Mohali, Punjab",Mohali,Punjab,India,,1236,1236
1237,2,Houses & Villas,2,1,,"Bholapur, Ludhiana, Punjab",Ludhiana,Punjab,India,,123,1237
1238,2,Houses & Villas,2,2,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1238,1238
1239,4+,Houses & Villas,4+,4,,"Focal Point Industrial Area, Jalandhar, Punjab",Jalandhar,Punjab,India,,1239,1239
1240,4,Houses & Villas,4,4,,"Sector 114, Mohali, Punjab",Mohali,Punjab,India,,1071,1240
1241,3,Houses & Villas,3,3,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1241,1241
1242,3,Houses & Villas,3,3,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1242,467
1243,4+,Houses & Villas,4+,4+,,"Airport Road, Mohali, Punjab",Mohali,Punjab,India,,1243,1243
1244,2,Houses & Villas,2,2,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1244,1201
1245,3,Houses & Villas,3,3,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1245,1245
1246,2,Houses & Villas,2,2,,"Namdev Nagar, Barnala, Punjab",Barnala,Punjab,India,,1246,1246
1247,2,Houses & Villas,2,1,,"Kot Mit Singh, Amritsar, Punjab",Amritsar,Punjab,India,,1247,1247
1248,4,Houses & Villas,4,4,,"Anaj Mandi Purani Chungi, Kharar, Punjab",Kharar,Punjab,India,,1248,1248
1249,3,Houses & Villas,3,3,,"S.A.S. Nagar, Punjab, India",Punjab,India,India,,1249,1249
1250,3,Houses & Villas,3,3,,"Sector 115, Mohali, Punjab",Mohali,Punjab,India,,1250,1250
1251,4,Houses & Villas,4,4,,"Sector 125, Mohali, Punjab",Mohali,Punjab,India,,1251,32
1252,2,Houses & Villas,2,2,,"Harikrishan Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,1252,1252
1253,4,Houses & Villas,4,4,,"Adarsh Colony, Patiala, Punjab",Patiala,Punjab,India,,1253,1253
1254,2,Houses & Villas,2,1,,"Regency Colony, Phagwara, Punjab",Phagwara,Punjab,India,,1254,1254
1255,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,139,1255
1256,4,Houses & Villas,4,3,,"Preet Colony, Firozpur, Punjab",Firozpur,Punjab,India,,1256,835
1257,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,1257
1258,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,139,891
1259,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,1259
1260,4+,Houses & Villas,4+,4+,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,1050
1261,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,1261
1262,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,1262
1263,4+,Houses & Villas,4+,4+,,"Preet Colony, Zirakpur, Punjab",Zirakpur,Punjab,India,,1263,1263
1264,4+,Houses & Villas,4+,4,,"Airport Road, Mohali, Punjab",Mohali,Punjab,India,,1264,1264
1265,3,Houses & Villas,3,3,,"Baltana Village, Zirakpur, Punjab",Zirakpur,Punjab,India,,1265,1265
1266,3,Houses & Villas,3,3,,"Garden Colony, Kharar, Punjab",Kharar,Punjab,India,,1266,1266
1267,4+,Houses & Villas,4+,2,,"Bani Village, Anandpur Sahib, Punjab",Anandpur Sahib,Punjab,India,,1267,1267
1268,4,Houses & Villas,4,2,,"Kartar Nagar, Moga, Punjab",Moga,Punjab,India,,1268,732
1269,4,Houses & Villas,4,4+,,"Mann Nagar Partap Nagar, Jalandhar, Punjab",Jalandhar,Punjab,India,,1269,1269
1270,3,Houses & Villas,3,3,,"Uncha, Gurdaspur, Punjab",Gurdaspur,Punjab,India,,1270,1270
1271,2,Houses & Villas,2,2,,"Nangli Village, Nangli, Punjab",Nangli,Punjab,India,,1271,1271
1272,3,Houses & Villas,3,2,,"Kumbra 6 Part, Mohali, Punjab",Mohali,Punjab,India,,1272,1272
1273,2,Houses & Villas,2,2,,"Sadar, Mansa, Punjab",Mansa,Punjab,India,,1273,780
1274,3,Houses & Villas,3,3,,"Patiala Road, Zirakpur, Punjab",Zirakpur,Punjab,India,,1274,1274
1275,4+,Houses & Villas,4+,3,,"Katra Karam Singh, Amritsar, Punjab",Amritsar,Punjab,India,,1275,1275
1276,3,Houses & Villas,3,2,,"Ambala Chandigarh Expressway, Zirakpur, Punjab",Zirakpur,Punjab,India,,1276,1276
1277,3,Houses & Villas,3,3,,"Bhai Bir Singh Nagar, Ahmedgarh, Punjab",Ahmedgarh,Punjab,India,,1277,1277
1278,2,Houses & Villas,2,1,,"Daulat Pur, Dhuri, Punjab",Dhuri,Punjab,India,,1278,1278
1279,3,Houses & Villas,3,3,,"Sector 127, Mohali, Punjab",Mohali,Punjab,India,,1279,1279
1280,4+,Houses & Villas,4+,2,,"Gopal Nagar, Jalandhar, Punjab",Jalandhar,Punjab,India,,1280,1280
1281,3,Houses & Villas,3,1,,"Nangal Shama, Jalandhar, Punjab",Jalandhar,Punjab,India,,1281,1281
1282,2,Houses & Villas,2,1,,"Sultanwind, Amritsar, Punjab",Amritsar,Punjab,India,,1282,1282
1283,2,Houses & Villas,2,2,,"Singhpura, Kurali, Punjab",Kurali,Punjab,India,,1283,1283
1284,4+,Houses & Villas,4+,4+,,"Sector 126, Mohali, Punjab",Mohali,Punjab,India,,1284,1284
1285,4+,Houses & Villas,4+,3,,"Mount Avenue, Hoshiarpur, Punjab",Hoshiarpur,Punjab,India,,1285,1285
1286,4,Houses & Villas,4,4,,"New Amritsar Colony, Amritsar, Punjab",Amritsar,Punjab,India,,1286,1286
1287,2,Houses & Villas,2,1,,"Guru Govind Singh Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,1287,1287
1288,3,Houses & Villas,3,3,,"Gulabgarh, Dera Bassi, Punjab",Dera Bassi,Punjab,India,,1288,497
1289,4,Houses & Villas,4,2,,"Nai Basti, Bathinda, Punjab",Bathinda,Punjab,India,,1289,568
1290,4,Houses & Villas,4,4,,"Sector 125, Mohali, Punjab",Mohali,Punjab,India,,1290,1290
1291,3,Houses & Villas,3,3,,"Sector 125, Mohali, Punjab",Mohali,Punjab,India,,1291,1291
1292,4,Houses & Villas,4,4,,"Sector 123, Mohali, Punjab",Mohali,Punjab,India,,1292,1292
1293,3,Houses & Villas,3,2,,"Nangal Shama, Jalandhar, Punjab",Jalandhar,Punjab,India,,1293,1293
1294,2,Houses & Villas,2,2,,"Badi Haibowal, Ludhiana, Punjab",Ludhiana,Punjab,India,,1294,1294
1295,2,Houses & Villas,2,2,,"Shamgarh, Samrala, Punjab",Samrala,Punjab,India,,1295,1295
1296,2,Houses & Villas,2,3,,"Chander Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,1296,1296
1297,4,Houses & Villas,4,2,,"Pheer Wali Mohalla, Adampur, Punjab",Adampur,Punjab,India,,1297,1297
1298,2,Houses & Villas,2,2,,"Saraswati Vihar, Amritsar, Punjab",Amritsar,Punjab,India,,1152,1298
1299,3,Houses & Villas,3,2,,"Fateh Nangal, Dhariwal, Punjab",Dhariwal,Punjab,India,,1299,1299
1300,2,Houses & Villas,2,2,,"Ujala Nagar, Jalandhar, Punjab",Jalandhar,Punjab,India,,1300,1300
1301,2,Houses & Villas,2,3,,"Rajiya, Raja Sansi, Punjab",Raja Sansi,Punjab,India,,1301,125
1302,3,Houses & Villas,3,4,,"Rajiya, Raja Sansi, Punjab",Raja Sansi,Punjab,India,,1302,852
1303,3,Houses & Villas,3,3,,"Sector 127, Kharar, Punjab",Kharar,Punjab,India,,1303,1303
1304,3,Houses & Villas,3,3,,"New Hari Enclave, Kharar, Punjab",Kharar,Punjab,India,,91,1304
1305,2,Houses & Villas,2,2,,"Babowal, Gurdaspur, Punjab",Gurdaspur,Punjab,India,,1305,117
1306,3,Houses & Villas,3,3,,"Rampura Rural, Rampura Phul, Punjab",Rampura Phul,Punjab,India,,1306,1306
1307,2,Houses & Villas,2,2,,"Guru Teg Bahadur Nagar, Kharar, Punjab",Kharar,Punjab,India,,1307,1307
1308,2,Houses & Villas,2,2,,"Guru Teg Bahadur Nagar, Kharar, Punjab",Kharar,Punjab,India,,283,537
1309,4+,Houses & Villas,4+,4+,,"Sector 69, Mohali, Punjab",Mohali,Punjab,India,,1309,1309
1310,2,Houses & Villas,2,2,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,999,1310
1311,3,Houses & Villas,3,3,,"Anaj Mandi Purani Chungi, Kharar, Punjab",Kharar,Punjab,India,,1311,1311
1312,3,Houses & Villas,3,3,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1312,1241
1313,3,Houses & Villas,3,3,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1313,1313
1314,3,Houses & Villas,3,2,,"Guru Nanak Nagar, Rajpura, Punjab",Rajpura,Punjab,India,,1314,1314
1315,4,Houses & Villas,4,4,,"Sector 127, Kharar, Punjab",Kharar,Punjab,India,,1315,1315
1316,4+,Houses & Villas,4+,4+,,"Sector 68, Mohali, Punjab",Mohali,Punjab,India,,1316,1316
1317,4,Houses & Villas,4,4+,,"Airport road, Amritsar, Punjab",Amritsar,Punjab,India,,1317,1317
1318,3,Houses & Villas,3,3,,"Mirankot Rd, Amritsar, Punjab",Amritsar,Punjab,India,,1318,1318
1319,4+,Houses & Villas,4+,4+,,"Sector 71, Mohali, Punjab",Mohali,Punjab,India,,1319,44
1320,4,Houses & Villas,4,4,,"Adarsh Colony, Patiala, Punjab",Patiala,Punjab,India,,1320,1320
1321,3,Houses & Villas,3,1,,"Chhoti Relon, Rupnagar, Punjab",Rupnagar,Punjab,India,,1321,611
1322,4,Houses & Villas,4,3,,"Railway Colony, Nakodar, Punjab",Nakodar,Punjab,India,,1322,813
1323,4+,Houses & Villas,4+,3,,"Sunder Nagar, Amritsar, Punjab",Amritsar,Punjab,India,,1323,1323
1324,3,Houses & Villas,3,3,,"LIC Colony, Kharar, Punjab",Kharar,Punjab,India,,1324,1324
1325,3,Houses & Villas,3,3,,"New Hari Enclave, Kharar, Punjab",Kharar,Punjab,India,,91,1325
1326,3,Houses & Villas,3,3,,"Anaj Mandi Purani Chungi, Kharar, Punjab",Kharar,Punjab,India,,91,1113
1327,3,Houses & Villas,3,3,,"Sector 115, Kharar, Punjab",Kharar,Punjab,India,,1225,964
1328,3,Houses & Villas,3,3,,"Sector 127, Kharar, Punjab",Kharar,Punjab,India,,1328,964
1329,3,Houses & Villas,3,3,,"Sector 127, Kharar, Punjab",Kharar,Punjab,India,,1329,1329
1330,4+,Houses & Villas,4+,4+,,"Sector 114, Mohali, Punjab",Mohali,Punjab,India,,1330,1071
1331,4,Houses & Villas,4,4,,"Sector 127, Kharar, Punjab",Kharar,Punjab,India,,1331,1331
1332,3,Houses & Villas,3,3,,"Sector 127, Mohali, Punjab",Mohali,Punjab,India,,1332,1332
1333,2,Houses & Villas,2,1,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,946,1333
1334,3,Houses & Villas,3,3,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1334,929
1335,3,Houses & Villas,3,2,,"Simble, Batala, Punjab",Batala,Punjab,India,,1335,1335
1336,4,Houses & Villas,4,4,,"Sector 114, Mohali, Punjab",Mohali,Punjab,India,,1336,1336
1337,4,Houses & Villas,4,4+,,"Preet Vihar, Amritsar, Punjab",Amritsar,Punjab,India,,945,1337
1338,3,Houses & Villas,3,3,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1112,622
1339,3,Houses & Villas,3,2,,"Ranjit Avenue, Muktsar, Punjab",Muktsar,Punjab,India,,1339,1339
1340,1,Houses & Villas,1,1,,"Khanpur, Kharar, Punjab",Kharar,Punjab,India,,1340,1340
1341,3,Houses & Villas,3,3,,"Sector 125, Mohali, Punjab",Mohali,Punjab,India,,1236,1341
1342,2,Houses & Villas,2,1,,"New Hari Enclave, Kharar, Punjab",Kharar,Punjab,India,,1342,1342
1343,3,Houses & Villas,3,3,,"Sector 115, Mohali, Punjab",Mohali,Punjab,India,,1343,1343
1344,2,Houses & Villas,2,2,,"MS Enclave, Zirakpur, Punjab",Zirakpur,Punjab,India,,1344,1344
1345,3,Houses & Villas,3,3,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,139,1345
1346,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,1346
1347,3,Houses & Villas,3,3,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,139,1347
1348,3,Houses & Villas,3,3,,"Sector 127, Kharar, Punjab",Kharar,Punjab,India,,1348,1348
1349,4,Houses & Villas,4,4,,"Sector 114, Mohali, Punjab",Mohali,Punjab,India,,1349,1349
1350,4+,Houses & Villas,4+,4+,,"Maharaja Ranjeet Singh Colony, Hoshiarpur, Punjab",Hoshiarpur,Punjab,India,,1025,1350
1351,2,Houses & Villas,2,2,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,1351,1351
1352,3,Houses & Villas,3,3,,"Sector 127, Kharar, Punjab",Kharar,Punjab,India,,224,71
1353,2,Houses & Villas,2,2,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1353,1018
1354,4,Houses & Villas,4,3,,"Professor Colony, Patiala, Punjab",Patiala,Punjab,India,,1354,732
1355,3,Houses & Villas,3,3,,"Kot Khalsa, Amritsar, Punjab",Amritsar,Punjab,India,,1312,1355
1356,2,Houses & Villas,2,3,,"Gurbax Colony, Patiala, Punjab",Patiala,Punjab,India,,1356,1356
1357,3,Houses & Villas,3,3,,"VIP Road, Zirakpur, Punjab",Zirakpur,Punjab,India,,1357,1357
1358,4,Houses & Villas,4,4,,"Sector 125, Mohali, Punjab",Mohali,Punjab,India,,1358,1358
1359,4,Houses & Villas,4,2,,"Mirankot Rd, Amritsar, Punjab",Amritsar,Punjab,India,,1359,1359
1360,2,Houses & Villas,2,3,,"Nayagaon, Karoran, Punjab",Karoran,Punjab,India,,1360,1360
1361,4+,Houses & Villas,4+,4+,,"BRS Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,1361,1361
1362,3,Houses & Villas,3,3,,"Sector 124, Mohali, Punjab",Mohali,Punjab,India,,1362,1362
1363,3,Houses & Villas,3,3,,"Anaj Mandi Purani Chungi, Kharar, Punjab",Kharar,Punjab,India,,1363,1363
1364,4,Houses & Villas,4,4,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,231,1364
1365,3,Houses & Villas,3,3,,"Sunny Enclave, Kharar, Punjab",Kharar,Punjab,India,,139,1365
1366,3,Houses & Villas,3,3,,"National Colony, Bathinda, Punjab",Bathinda,Punjab,India,,1366,1366
1367,4+,Houses & Villas,4+,4+,,"Rajendra Park, Gurgaon, Haryana",Gurgaon,Haryana,India,,1367,1367
1368,4,Houses & Villas,4,2,,"Shastri Colony, Sonipat, Haryana",Sonipat,Haryana,India,,1368,73
1369,4+,Houses & Villas,4+,3,,"Lal Bhadur Shastry Nagar, Rohtak, Haryana",Rohtak,Haryana,India,,231,231
1370,3,Houses & Villas,3,1,,"Nilokheri Town Ship, Nilokheri, Haryana",Nilokheri,Haryana,India,,1370,1370
1371,2,Houses & Villas,2,2,,"Dev Nagar, Bhiwani, Haryana",Bhiwani,Haryana,India,,1371,1371
1372,3,Houses & Villas,3,3,,"Panipat Taraf Ansar, Panipat, Haryana",Panipat,Haryana,India,,1372,1372
1373,4+,Houses & Villas,4+,2,,"Kamal Vihar, Bahadurgarh, Haryana",Bahadurgarh,Haryana,India,,1373,1373
1374,2,Houses & Villas,2,1,,"Yamuna Nagar, Yamunanagar, Haryana",Yamunanagar,Haryana,India,,1374,1374
1375,4+,Houses & Villas,4+,,,"Mawai Village, Faridabad, Haryana",Faridabad,Haryana,India,,58,58
1376,3,Houses & Villas,3,2,,"Nangla Gurjan, Faridabad, Haryana",Faridabad,Haryana,India,,86,86
1377,2,Houses & Villas,2,1,,"Jawahar Colony, Faridabad, Haryana",Faridabad,Haryana,India,,88,88
1378,2,Houses & Villas,2,2,,"Sohna Road, Gurgaon, Haryana",Gurgaon,Haryana,India,,108,108
1379,2,Houses & Villas,2,2,,"Camp, Yamunanagar, Haryana",Yamunanagar,Haryana,India,,1379,1379
1380,4,Houses & Villas,4,1,,"Sector 56, Faridabad, Haryana",Faridabad,Haryana,India,,139,1380
1381,1,Houses & Villas,1,1,,"Bhondsi, Gurgaon, Haryana",Gurgaon,Haryana,India,,1381,1381
1382,4,Houses & Villas,4,2,,"Dabua Colony, Faridabad, Haryana",Faridabad,Haryana,India,,1382,1382
1383,4,Houses & Villas,4,3,,"Sector 17, Jagadhri, Haryana",Jagadhri,Haryana,India,,1383,1383
1384,4,Houses & Villas,4,4,,"Sector 20, Panchkula, Haryana",Panchkula,Haryana,India,,1384,1384
1385,1,Houses & Villas,1,2,,"Sector 23, Sonipat, Haryana",Sonipat,Haryana,India,,1385,1385
1386,4,Houses & Villas,4,3,,"Jagadhri, Yamunanagar, Haryana",Yamunanagar,Haryana,India,,1386,1386
1387,4,Houses & Villas,4,1,,"Sadhu Saha Nagar, Rewari, Haryana",Rewari,Haryana,India,,1387,860
1388,4,Houses & Villas,4,4,,"Sohna Road, Gurgaon, Haryana",Gurgaon,Haryana,India,,1388,1388
1389,4,Houses & Villas,4,2,,"Tehsil Campus, Panipat, Haryana",Panipat,Haryana,India,,1389,407
1390,2,Houses & Villas,2,2,,"Patel Nagar, Panipat, Haryana",Panipat,Haryana,India,,1390,1390
1391,4+,Houses & Villas,4+,3,,"Sector 13, Karnal, Haryana",Karnal,Haryana,India,,1391,1391
1392,3,Houses & Villas,3,2,,"Uklana, Uklanamandi, Haryana",Uklanamandi,Haryana,India,,1392,1392
1393,4,Houses & Villas,4,3,,"Ballabhgarh, Faridabad, Haryana",Faridabad,Haryana,India,,1393,1393
1394,2,Houses & Villas,2,2,,"Sector 12A, Panchkula, Haryana",Panchkula,Haryana,India,,1394,1394
